,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
26267,INFINITI,49000,Gasoline,CVT Transmission,27500,3.5,295.0,7
26268,Porsche,84500,Gasoline,Transmission w/Dual Shift Mode,21500,3.6,300.0,10
26270,Mercedes-Benz,28260,Gasoline,Transmission w/Dual Shift Mode,44950,4.0,416.0,7
26271,Audi,49098,Gasoline,Transmission w/Dual Shift Mode,37500,3.0,333.0,8
26272,Honda,176261,Gasoline,M/T,6250,2.4,160.0,20
26273,Mercedes-Benz,9738,Gasoline,7-Speed A/T,53600,4.0,503.0,7
26274,Subaru,77000,Gasoline,6-Speed M/T,15000,2.5,305.0,9
26275,BMW,66500,Gasoline,6-Speed M/T,15999,3.2,333.0,10
26276,Cadillac,50000,Gasoline,8-Speed A/T,22000,6.2,420.0,11
26277,Jeep,50000,Gasoline,6-Speed M/T,35500,3.6,285.0,7
26279,Cadillac,87500,Gasoline,Transmission w/Dual Shift Mode,19780,6.2,420.0,9
26280,Nissan,119000,Gasoline,A/T,3500,3.5,306.0,24
26281,Cadillac,84900,Gasoline,Automatic,36250,2.0,237.0,6
26282,Honda,175000,Gasoline,A/T,2000,3.5,250.0,13
26283,BMW,23900,Gasoline,Transmission w/Dual Shift Mode,35750,2.0,228.0,2
26284,Lexus,25470,Gasoline,Transmission w/Dual Shift Mode,55999,2.0,235.0,5
26285,Porsche,65000,Gasoline,8-Speed A/T,26600,4.8,400.0,10
26286,Audi,70582,Gasoline,7-Speed A/T,19995,3.0,333.0,10
26287,Land,37000,Gasoline,A/T,63995,5.0,518.0,6
26288,Mercedes-Benz,120000,Gasoline,7-Speed A/T,27499,3.5,302.0,10
26289,Chevrolet,87000,Gasoline,6-Speed A/T,11499,1.4,138.0,11
26290,Dodge,135603,Gasoline,A/T,9985,5.9,245.0,18
26291,Audi,54900,Hybrid,A/T,29500,3.0,335.0,9
26293,Ford,162000,Gasoline,6-Speed A/T,5949,2.5,171.0,12
26294,Chevrolet,102200,Gasoline,A/T,37500,5.3,355.0,9
26295,Mercedes-Benz,70015,Gasoline,4-Speed A/T,11999,3.716927534611586,331.6983232435877,31
26296,BMW,64855,Gasoline,7-Speed A/T,47995,3.0,425.0,6
26297,Mercedes-Benz,72500,Gasoline,7-Speed A/T,60000,4.7,449.0,14
26298,Mercedes-Benz,96600,Gasoline,6-Speed A/T,14000,3.5,268.0,14
26299,Lexus,124000,Gasoline,Transmission w/Dual Shift Mode,19000,3.5,306.0,9
26300,Jeep,149460,Gasoline,4-Speed A/T,10999,4.0,190.0,22
26301,Mercedes-Benz,62000,Gasoline,Transmission w/Dual Shift Mode,40000,4.0,469.0,8
26302,Lexus,134000,Gasoline,A/T,32999,4.6,301.0,7
26303,Lincoln,51338,Gasoline,10-Speed A/T,57850,3.5,450.0,5
26305,Ford,15167,Gasoline,A/T,31000,2.7,325.0,6
26306,Chevrolet,83858,Gasoline,6-Speed A/T,24899,5.3,355.0,9
26307,Volvo,94448,Plug-In Hybrid,Transmission w/Dual Shift Mode,10299,2.0,400.0,11
26308,BMW,74600,Gasoline,A/T,42000,3.0,300.0,7
26309,Ford,81000,Gasoline,A/T,36500,3.5,365.0,5
26310,Toyota,84351,Gasoline,5-Speed A/T,15363,3.5,331.6983232435877,10
26311,Mercedes-Benz,67726,Gasoline,A/T,42500,2.0,208.0,3
26312,Mercedes-Benz,116500,Gasoline,4-Speed A/T,11498,2.3,192.0,14
26313,Mazda,55359,Gasoline,6-Speed Automatic,31331,2.5,331.6983232435877,3
26314,Toyota,31000,Gasoline,8-Speed A/T,36000,2.5,203.0,4
26315,Land,29000,Gasoline,A/T,33800,2.0,247.0,5
26316,Chevrolet,74000,Gasoline,A/T,30500,3.6,310.0,6
26317,Toyota,124756,Gasoline,M/T,12500,1.8,130.0,21
26318,Ford,130000,Gasoline,6-Speed A/T,15500,5.4,300.0,20
26319,Land,57550,Gasoline,Transmission w/Dual Shift Mode,28750,3.0,340.0,8
26320,Land,11700,Gasoline,8-Speed A/T,59800,2.0,296.0,1
26322,Mercedes-Benz,49000,Gasoline,7-Speed A/T,19999,3.0,385.0,6
26323,BMW,105000,Gasoline,A/T,11499,3.0,300.0,10
26324,Jeep,99000,Gasoline,A/T,3500,2.4,172.0,17
26325,Mercedes-Benz,63460,Gasoline,A/T,27000,2.0,252.0,6
26326,RAM,4520,Hybrid,8-Speed A/T,44249,5.7,395.0,3
26327,Tesla,63300,Gasoline,A/T,28000,3.716927534611586,518.0,6
26328,Dodge,141800,Gasoline,4-Speed A/T,3500,3.7,210.0,21
26329,Ford,22000,E85 Flex Fuel,6-Speed A/T,49000,6.2,385.0,6
26330,Mercedes-Benz,57300,Gasoline,7-Speed A/T,28900,3.5,302.0,10
26331,BMW,91403,Gasoline,6-Speed A/T,16998,3.0,300.0,13
26332,Lexus,72836,Gasoline,A/T,29500,4.6,301.0,9
26333,Lexus,59766,Hybrid,CVT Transmission,25995,2.5,200.0,6
26334,Audi,73837,Gasoline,8-Speed Automatic,28251,3.0,331.6983232435877,3
26335,Subaru,26600,Gasoline,CVT Transmission,45000,2.4,228.0,6
26336,Kia,67686,Gasoline,A/T,15900,1.6,120.0,7
26337,Toyota,61341,Hybrid,8-Speed Automatic,41885,3.5,331.6983232435877,3
26338,Audi,90360,Gasoline,A/T,15500,2.0,186.0,7
26339,Chevrolet,145000,Gasoline,A/T,4200,1.4,138.0,16
26341,BMW,70000,Gasoline,A/T,15051,3.0,300.0,11
26342,Jeep,84786,Gasoline,5-Speed A/T,23500,3.6,285.0,7
26343,Chrysler,70700,Gasoline,8-Speed A/T,15750,3.6,292.0,10
26344,Chevrolet,98888,Gasoline,A/T,15500,6.2,430.0,13
26345,BMW,48291,Gasoline,8-Speed A/T,63900,4.4,567.0,3
26346,Ford,194500,Gasoline,4-Speed A/T,9100,4.6,260.0,18
26347,Ford,74349,Gasoline,6-Speed A/T,28000,3.5,365.0,8
26348,Land,102750,Gasoline,A/T,13600,5.0,375.0,12
26349,BMW,80211,Gasoline,A/T,17995,2.0,240.0,10
26350,BMW,74850,Gasoline,A/T,21800,3.0,300.0,8
26351,Jeep,71000,Gasoline,M/T,12500,2.4,150.0,12
26352,Mercedes-Benz,39000,Gasoline,7-Speed A/T,25000,3.5,302.0,9
26353,BMW,82000,Gasoline,6-Speed M/T,14999,3.0,300.0,15
26354,BMW,143600,Gasoline,6-Speed M/T,12999,2.0,240.0,8
26356,Audi,39000,Gasoline,7-Speed A/T,25700,2.0,252.0,8
26357,GMC,81880,Gasoline,Automatic,18051,3.6,331.6983232435877,6
26358,Ford,44460,Gasoline,10-Speed A/T,29993,3.5,375.0,4
26360,BMW,39800,Gasoline,8-Speed A/T,62425,3.0,335.0,4
26361,Ford,245000,Gasoline,A/T,22500,3.5,365.0,12
26363,Toyota,17500,Gasoline,Transmission w/Dual Shift Mode,8500,1.8,132.0,9
26364,Ford,59692,Gasoline,10-Speed A/T,32000,2.7,325.0,6
26365,Ford,65852,Gasoline,10-Speed A/T,26999,2.7,325.0,5
26366,BMW,103990,Gasoline,6-Speed M/T,13500,3.0,300.0,11
26367,Lincoln,37000,Gasoline,6-Speed A/T,30000,2.0,245.0,5
26368,BMW,98500,Gasoline,8-Speed A/T,26000,3.0,335.0,7
26369,INFINITI,89106,Gasoline,7-Speed A/T,23000,3.5,265.0,8
26370,Land,2284,Gasoline,8-Speed Automatic,48889,2.0,331.6983232435877,4
26371,Cadillac,37375,Gasoline,8-Speed A/T,26000,6.2,420.0,6
26372,BMW,37000,Gasoline,8-Speed A/T,50000,3.0,335.0,8
26373,GMC,119000,Gasoline,A/T,19900,6.2,420.0,7
26374,Subaru,35000,Gasoline,CVT Transmission,22945,2.4,260.0,3
26376,Cadillac,106700,Gasoline,6-Speed A/T,17498,3.6,308.0,9
26377,Land,59271,Gasoline,A/T,20000,2.0,247.0,6
26378,Chevrolet,27000,Gasoline,6-Speed M/T,46500,6.2,455.0,2
26379,Mercedes-Benz,33548,Gasoline,9-Speed A/T,23999,4.0,469.0,7
26380,BMW,25500,Gasoline,Transmission w/Dual Shift Mode,38999,4.4,560.0,9
26381,Lexus,135000,Gasoline,4-Speed A/T,9999,4.7,235.0,20
26382,Acura,93400,Gasoline,6-Speed A/T,17000,3.7,300.0,9
26383,Audi,39000,Gasoline,A/T,31000,2.0,188.0,5
26384,Ford,67516,Gasoline,10-Speed A/T,27500,2.7,325.0,6
26385,Lexus,127980,Gasoline,A/T,9500,4.6,380.0,20
26387,INFINITI,58600,Gasoline,A/T,27500,3.7,325.0,9
26388,Land,51850,Gasoline,Transmission w/Dual Shift Mode,62900,3.0,340.0,5
26389,Dodge,61341,Gasoline,Transmission w/Dual Shift Mode,26750,3.6,300.0,6
26390,Ford,14353,Gasoline,10-Speed A/T,24995,2.3,300.0,2
26391,Nissan,109902,Gasoline,A/T,5500,1.8,122.0,13
26392,Ford,66500,Gasoline,A/T,40500,3.5,310.0,5
26393,Acura,68200,Gasoline,A/T,17700,2.4,201.0,11
26394,Honda,41997,Gasoline,CVT Transmission,30750,1.5,174.0,5
26395,Ford,10200,Gasoline,Transmission w/Dual Shift Mode,48000,3.5,375.0,3
26396,Audi,85766,Gasoline,A/T,12000,2.0,211.0,12
26397,Mercedes-Benz,83500,Gasoline,A/T,6500,6.3,518.0,15
26398,Toyota,194000,Gasoline,A/T,6900,4.7,273.0,12
26399,GMC,12941,Gasoline,A/T,39000,5.3,355.0,3
26400,Chevrolet,51338,Gasoline,6-Speed A/T,35900,5.3,355.0,8
26401,Jeep,31000,Gasoline,A/T,11995,2.4,180.0,6
26402,Chevrolet,194000,E85 Flex Fuel,A/T,9750,5.3,320.0,13
26403,Jaguar,48000,Gasoline,A/T,30000,3.0,340.0,7
26404,Mercedes-Benz,73549,Gasoline,7-Speed A/T,28995,2.0,208.0,8
26405,Audi,66500,Gasoline,7-Speed A/T,22000,3.0,333.0,8
26406,Land,46891,Hybrid,A/T,48000,3.0,395.0,4
26407,BMW,70582,Gasoline,8-Speed A/T,28000,3.0,300.0,7
26408,BMW,110000,Gasoline,Transmission w/Dual Shift Mode,11000,3.0,300.0,13
26409,Chevrolet,143250,Gasoline,6-Speed A/T,19999,5.3,355.0,9
26410,Lexus,28500,Gasoline,8-Speed A/T,34999,3.5,295.0,2
26411,Jaguar,44000,Gasoline,A/T,26500,3.0,340.0,7
26412,Bentley,10972,Gasoline,8-Speed Automatic,28324,4.0,331.6983232435877,6
26413,GMC,116210,Gasoline,A/T,41400,5.3,355.0,9
26414,Audi,202000,Gasoline,A/T,19000,3.2,255.0,16
26415,INFINITI,130000,Gasoline,7-Speed A/T,14000,3.7,328.0,13
26416,Mercedes-Benz,90400,Gasoline,A/T,11999,2.0,355.0,9
26417,Kia,103814,Gasoline,6-Speed A/T,17000,2.4,185.0,8
26418,Ford,33705,Gasoline,6-Speed A/T,36995,2.3,331.6983232435877,3
26419,Volkswagen,29400,Gasoline,8-Speed A/T,29000,2.0,292.0,5
26420,Lamborghini,68750,Gasoline,7-Speed A/T,52500,5.2,602.0,6
26421,Ford,16500,Gasoline,A/T,45000,3.5,375.0,2
26422,Toyota,126700,Gasoline,A/T,13000,1.5,106.0,12
26423,Ford,48291,Gasoline,6-Speed M/T,44900,3.7,300.0,8
26426,Ford,80200,E85 Flex Fuel,A/T,42500,6.2,385.0,5
26427,Volvo,10500,Gasoline,8-Speed A/T,36000,2.0,316.0,5
26428,Mazda,33362,Gasoline,6-Speed M/T,17500,1.8,178.0,20
26429,Ford,85000,Gasoline,A/T,24500,3.5,365.0,10
26430,INFINITI,8600,Gasoline,A/T,17800,3.5,260.0,21
26431,Hummer,145000,Gasoline,4-Speed A/T,15000,6.0,325.0,18
26432,Chevrolet,185000,Gasoline,6-Speed A/T,7100,3.0,264.0,13
26433,Mercedes-Benz,49626,Gasoline,7-Speed A/T,27500,5.5,577.0,9
26434,Ford,42728,Gasoline,Transmission w/Dual Shift Mode,45950,3.5,450.0,5
26435,Cadillac,69600,Gasoline,6-Speed A/T,36900,6.0,400.0,12
26436,Mercedes-Benz,48000,Gasoline,A/T,24000,3.0,385.0,6
26437,Toyota,68575,Gasoline,A/T,23500,3.5,295.0,6
26438,BMW,120000,Gasoline,A/T,14500,3.0,300.0,12
26439,BMW,27214,Gasoline,8-Speed A/T,38500,3.0,300.0,5
26440,Jaguar,37900,Gasoline,Transmission w/Dual Shift Mode,21900,2.0,247.0,6
26441,BMW,24650,Gasoline,8-Speed A/T,24700,2.0,228.0,6
26443,Ford,63500,Gasoline,A/T,34500,3.5,290.0,6
26444,Kia,13000,Gasoline,8-Speed A/T,46999,3.8,291.0,1
26445,Mercedes-Benz,40000,Gasoline,7-Speed A/T,60000,2.0,255.0,5
26446,Jeep,23400,Gasoline,A/T,48000,3.6,285.0,2
26447,Jeep,40000,Gasoline,Transmission w/Dual Shift Mode,52000,3.6,285.0,3
26448,Toyota,61000,Gasoline,8-Speed A/T,37000,5.7,381.0,10
26449,Chevrolet,115872,E85 Flex Fuel,A/T,18000,3.6,283.0,11
26450,Nissan,103400,Gasoline,A/T,9500,3.5,260.0,11
26451,Dodge,140450,Gasoline,A/T,6450,3.7,210.0,17
26452,Jeep,120000,Gasoline,5-Speed M/T,9000,2.4,150.0,21
26454,Chevrolet,44000,Gasoline,Transmission w/Dual Shift Mode,55000,6.2,455.0,3
26455,Porsche,22000,Gasoline,8-Speed A/T,13888,3.0,443.0,4
26456,Lexus,231581,Gasoline,A/T,3500,3.3,230.0,24
26457,Chevrolet,94000,Gasoline,6-Speed M/T,12000,7.0,505.0,18
26459,BMW,83500,Gasoline,A/T,18500,2.0,240.0,11
26460,Volkswagen,98527,Gasoline,5-Speed M/T,14990,2.8,174.0,10
26461,Land,58060,Gasoline,Transmission w/Dual Shift Mode,26500,3.0,340.0,7
26462,Mercedes-Benz,16238,Gasoline,9-Speed A/T,54490,3.0,385.0,6
26463,Kia,53433,Gasoline,CVT Transmission,33900,2.5,191.0,3
26464,Cadillac,23133,Gasoline,8-Speed A/T,33000,6.2,420.0,6
26465,Chevrolet,20561,Gasoline,Transmission w/Dual Shift Mode,33000,7.0,505.0,8
26466,BMW,26000,Gasoline,6-Speed M/T,21995,2.0,240.0,8
26467,Ford,48000,E85 Flex Fuel,A/T,39000,3.7,275.0,5
26468,RAM,132500,Gasoline,A/T,2500,6.7,370.0,13
26469,Mercedes-Benz,29800,Gasoline,9-Speed Automatic,36969,2.0,331.6983232435877,5
26470,Porsche,124000,Gasoline,8-Speed A/T,15750,4.8,420.0,10
26472,Mazda,85000,Electric,A/T,12500,3.716927534611586,331.6983232435877,7
26473,Land,137500,Gasoline,A/T,35500,5.0,510.0,16
26475,Chevrolet,63750,Gasoline,6-Speed A/T,27900,5.3,355.0,9
26476,Genesis,26000,Gasoline,Transmission w/Dual Shift Mode,30999,5.0,420.0,6
26477,Ford,61000,Diesel,A/T,65000,6.7,450.0,5
26479,Lexus,59168,Hybrid,8-Speed A/T,19996,3.5,308.0,8
26480,Volkswagen,61000,Gasoline,CVT Transmission,35900,1.4,147.0,5
26481,BMW,29400,Gasoline,8-Speed A/T,29000,2.0,248.0,4
26482,BMW,75479,Gasoline,8-Speed A/T,47500,4.4,445.0,7
26483,Mercedes-Benz,76170,Gasoline,A/T,16500,2.0,208.0,10
26484,Mercedes-Benz,71962,Gasoline,A/T,9450,4.0,463.0,8
26485,Porsche,130000,Gasoline,6-Speed M/T,8500,3.2,280.0,23
26486,Ford,89000,Gasoline,Transmission w/Dual Shift Mode,19900,3.5,365.0,8
26487,Chevrolet,222600,Gasoline,A/T,10750,5.3,300.0,19
26488,Toyota,173452,Gasoline,A/T,6500,2.2,133.0,19
26489,Cadillac,114323,Gasoline,A/T,30000,6.2,420.0,7
26490,BMW,64300,Gasoline,A/T,44850,6.3,518.0,9
26491,Hummer,75000,Gasoline,A/T,14900,6.0,325.0,19
26493,Lexus,116300,Gasoline,A/T,34999,4.6,301.0,7
26494,Chevrolet,6000,Gasoline,9-Speed A/T,45000,3.6,310.0,1
26495,Mazda,69771,Gasoline,6-Speed A/T,23000,2.5,227.0,7
26497,Ford,37100,Gasoline,6-Speed A/T,55000,3.5,450.0,5
26498,BMW,11250,Gasoline,7-Speed A/T,56500,3.0,425.0,4
26499,Chevrolet,177000,E85 Flex Fuel,A/T,10900,5.3,320.0,14
26500,Audi,111000,Gasoline,Transmission w/Dual Shift Mode,15000,2.0,211.0,12
26502,Ford,95170,Gasoline,6-Speed M/T,10995,3.9,280.0,19
26503,Toyota,52105,Hybrid,A/T,12999,2.4,147.0,17
26504,Porsche,7500,Gasoline,8-Speed A/T,41500,3.0,379.0,1
26505,GMC,24965,Gasoline,9-Speed Automatic,38405,3.6,331.6983232435877,3
26506,Chevrolet,103726,Gasoline,Transmission Overdrive Switch,36000,5.3,355.0,7
26507,Lexus,95798,Gasoline,A/T,9950,3.0,220.0,24
26508,Toyota,86000,Gasoline,A/T,29950,4.0,260.0,8
26509,Chevrolet,186117,Gasoline,4-Speed A/T,5500,4.8,275.0,18
26510,Lincoln,61494,Hybrid,6-Speed Automatic with Auto-Shift,27599,2.0,331.6983232435877,5
26511,Honda,90200,Gasoline,A/T,11999,2.4,160.0,19
26512,Lincoln,87500,Gasoline,6-Speed A/T,13600,3.7,300.0,11
26513,Ford,28220,Gasoline,10-Speed A/T,19795,3.5,450.0,3
26514,Nissan,53850,Gasoline,6-Speed M/T,23300,3.5,306.0,17
26515,Ford,33704,Gasoline,10-Speed Automatic,41999,2.7,331.6983232435877,3
26516,Ford,94300,E85 Flex Fuel,6-Speed A/T,22500,6.2,385.0,10
26517,Bentley,1869,Gasoline,8-Speed Automatic with Auto-Shift,57619,6.0,331.6983232435877,1
26518,Ford,45000,Gasoline,10-Speed A/T,52000,3.5,400.0,2
26519,Ford,67035,Gasoline,10-Speed A/T,34500,3.716927534611586,321.0,6
26520,Mercedes-Benz,80124,Gasoline,7-Speed A/T,22500,5.5,382.0,13
26521,Porsche,41500,Gasoline,Transmission w/Dual Shift Mode,44800,3.0,335.0,5
26522,Dodge,150000,Gasoline,A/T,5500,3.9,175.0,22
26523,Ford,80134,Gasoline,6-Speed Automatic,13895,4.6,331.6983232435877,8
26524,Porsche,18000,Gasoline,Transmission w/Dual Shift Mode,40000,2.9,375.0,4
26525,Lexus,91545,Gasoline,A/T,8995,3.5,270.0,13
26526,Audi,72922,Gasoline,8-Speed A/T,35995,3.0,333.0,7
26527,Chevrolet,18000,Gasoline,6-Speed M/T,33000,6.2,455.0,3
26528,Chevrolet,51351,Gasoline,Automatic,22389,5.3,331.6983232435877,5
26529,Volkswagen,114000,Gasoline,A/T,11000,2.5,170.0,12
26530,Lexus,186117,Gasoline,6-Speed A/T,4000,3.5,268.0,13
26532,Ford,16000,Gasoline,A/T,22000,2.5,169.0,8
26533,Chevrolet,72000,Gasoline,6-Speed A/T,39000,5.3,355.0,6
26535,BMW,151400,Gasoline,8-Speed A/T,16800,3.0,300.0,11
26536,Mercedes-Benz,22000,Gasoline,7-Speed A/T,46900,4.0,469.0,6
26537,BMW,10950,Gasoline,8-Speed A/T,56900,6.6,601.0,5
26538,Ford,20678,Gasoline,A/T,45000,2.3,300.0,2
26539,Toyota,24115,Diesel,10-Speed A/T,45500,3.0,277.0,2
26540,Chevrolet,53433,Gasoline,10-Speed A/T,39500,5.3,355.0,3
26541,Chevrolet,6640,Gasoline,8-Speed A/T,62595,6.2,455.0,8
26542,Ford,53500,Diesel,6-Speed A/T,53000,6.7,450.0,6
26543,BMW,135000,Gasoline,8-Speed A/T,9999,3.0,300.0,13
26544,Cadillac,150000,Gasoline,A/T,4800,3.6,304.0,22
26545,Hyundai,71669,Gasoline,A/T,27500,2.0,240.0,6
26546,Ford,65000,Diesel,6-Speed A/T,65000,6.7,440.0,7
26547,Cadillac,111000,Gasoline,A/T,11500,3.6,304.0,10
26548,Jeep,4000,Gasoline,8-Speed A/T,65000,3.6,285.0,8
26549,Land,58000,Gasoline,A/T,19995,2.0,247.0,6
26550,Kia,14950,Gasoline,A/T,8995,2.0,147.0,2
26551,Ford,53000,Gasoline,A/T,38500,3.5,375.0,3
26552,Porsche,67998,Gasoline,7-Speed A/T,23000,3.0,340.0,6
26553,BMW,59203,Gasoline,Transmission w/Dual Shift Mode,33999,3.0,320.0,9
26554,Chevrolet,72000,Gasoline,8-Speed A/T,21500,6.2,455.0,8
26555,BMW,70582,Gasoline,8-Speed A/T,25999,3.0,300.0,7
26556,Toyota,35000,Gasoline,A/T,41500,3.5,295.0,4
26557,BMW,952,Gasoline,8-Speed A/T,49950,3.0,503.0,1
26558,RAM,18051,Gasoline,8-Speed Automatic,43999,5.7,331.6983232435877,2
26559,BMW,52253,Gasoline,Transmission w/Dual Shift Mode,25000,2.0,228.0,5
26560,BMW,186268,Gasoline,6-Speed A/T,6500,3.0,230.0,13
26561,BMW,73091,Gasoline,8-Speed A/T,27000,3.0,300.0,8
26562,Cadillac,110000,Gasoline,8-Speed A/T,15999,2.0,272.0,10
26563,Chevrolet,187000,Electric,4-Speed A/T,5200,3.716927534611586,331.6983232435877,28
26564,Nissan,135000,Gasoline,A/T,9999,2.5,182.0,13
26565,Chevrolet,45900,Gasoline,6-Speed A/T,41500,5.3,355.0,5
26566,BMW,90347,Gasoline,8-Speed A/T,18795,3.0,300.0,7
26567,Audi,96800,Gasoline,A/T,14900,2.0,211.0,13
26568,Chevrolet,14700,Gasoline,6-Speed M/T,29999,6.2,455.0,2
26569,Audi,65441,Hybrid,8-Speed A/T,36999,3.0,335.0,5
26570,Mitsubishi,136400,Gasoline,A/T,9500,3.8,260.0,12
26571,Chevrolet,215000,Gasoline,Transmission Overdrive Switch,7999,6.0,345.0,18
26572,BMW,59000,Gasoline,6-Speed M/T,53500,3.0,425.0,9
26573,Buick,66107,Gasoline,9-Speed Automatic,26772,3.6,331.6983232435877,4
26574,Jeep,124747,Gasoline,5-Speed A/T,10500,3.8,205.0,14
26575,Nissan,97097,Gasoline,6-Speed A/T,22000,3.8,485.0,14
26576,Ford,31250,Gasoline,A/T,42500,2.7,325.0,5
26577,Ford,33818,Gasoline,Automatic,44646,3.5,331.6983232435877,3
26578,Audi,14000,Hybrid,A/T,37500,3.0,335.0,4
26579,Ford,49700,Gasoline,10-Speed A/T,42500,2.7,325.0,3
26580,Audi,105000,Gasoline,A/T,21500,3.0,310.0,10
26581,Audi,75124,Gasoline,6-Speed A/T,16499,2.0,200.0,8
26582,Audi,49700,Gasoline,6-Speed A/T,27000,3.0,310.0,12
26583,BMW,120000,Gasoline,5-Speed M/T,8500,3.2,333.0,23
26584,BMW,82978,Gasoline,8-Speed A/T,23400,3.0,300.0,8
26586,Porsche,60000,Gasoline,8-Speed A/T,20000,4.8,550.0,10
26587,Porsche,82849,Gasoline,8-Speed A/T,26000,3.6,300.0,9
26588,Mercedes-Benz,90000,Gasoline,7-Speed A/T,18000,3.5,268.0,15
26589,GMC,23400,Gasoline,A/T,55000,6.2,420.0,4
26591,BMW,73049,Gasoline,8-Speed A/T,33500,3.0,300.0,6
26592,Lexus,213000,Gasoline,A/T,4200,3.5,295.0,18
26593,Ford,123000,Gasoline,5-Speed A/T,18500,4.6,300.0,17
26594,Lexus,71280,Gasoline,8-Speed A/T,26000,3.5,295.0,8
26595,Hyundai,51000,Gasoline,A/T,38000,2.0,240.0,6
26596,Audi,90360,Gasoline,A/T,17999,2.0,220.0,9
26597,Cadillac,15629,Gasoline,6-Speed A/T,2900,3.0,265.0,16
26598,Chevrolet,139804,Gasoline,6-Speed A/T,11000,4.3,195.0,13
26599,Dodge,77535,Gasoline,8-Speed Automatic,31650,3.6,331.6983232435877,7
26600,Chevrolet,13100,Gasoline,6-Speed M/T,50000,6.2,460.0,5
26601,Dodge,116226,Gasoline,M/T,5000,2.0,158.0,21
26602,Mercedes-Benz,49500,Gasoline,7-Speed A/T,29500,5.5,577.0,7
26603,Ford,17000,Gasoline,Transmission w/Dual Shift Mode,5900,2.7,315.0,14
26604,Audi,38900,Gasoline,A/T,27900,3.0,310.0,6
26605,Jeep,1750,Gasoline,8-Speed A/T,48000,3.6,285.0,2
26606,Dodge,191900,Gasoline,4-Speed A/T,7945,3.7,210.0,17
26607,Ford,67900,Gasoline,10-Speed A/T,41899,5.0,460.0,5
26608,Cadillac,92000,Gasoline,8-Speed A/T,24700,6.2,420.0,8
26609,BMW,30300,Gasoline,8-Speed A/T,28300,3.0,335.0,6
26610,GMC,107750,Gasoline,8-Speed A/T,35500,6.2,420.0,7
26611,BMW,52500,Gasoline,A/T,27950,4.4,445.0,11
26612,Jeep,170000,Gasoline,A/T,7200,3.8,205.0,17
26613,Lexus,44000,Gasoline,8-Speed A/T,44000,3.5,295.0,4
26614,Ford,16850,Gasoline,6-Speed M/T,57999,5.0,460.0,3
26615,Chevrolet,104000,Diesel,6-Speed A/T,16000,6.7,350.0,14
26617,BMW,98528,Gasoline,A/T,15000,3.0,300.0,15
26618,Audi,23350,Hybrid,8-Speed A/T,59900,3.0,335.0,5
26619,Chevrolet,2894,Gasoline,10-Speed A/T,63900,5.3,355.0,2
26620,BMW,125450,Gasoline,6-Speed A/T,8900,4.4,555.0,17
26621,Mercedes-Benz,4000,Diesel,A/T,59800,2.1,161.0,1
26622,Volkswagen,16400,Gasoline,6-Speed A/T,42500,2.0,292.0,6
26623,Jeep,119000,Gasoline,A/T,8550,2.4,180.0,19
26624,BMW,141775,Gasoline,Transmission w/Dual Shift Mode,7700,2.0,156.0,15
26625,Subaru,115000,Gasoline,A/T,18000,3.0,250.0,19
26627,Ford,82900,Gasoline,6-Speed A/T,16000,3.5,290.0,11
26628,BMW,59271,Gasoline,8-Speed A/T,29000,3.0,300.0,7
26629,Land,68500,Gasoline,A/T,42500,3.0,395.0,2
26631,Chevrolet,139000,Gasoline,A/T,21590,5.3,355.0,9
26632,Toyota,86000,Gasoline,A/T,12900,5.7,381.0,17
26633,INFINITI,36000,Gasoline,7-Speed A/T,41000,3.7,325.0,7
26634,BMW,11102,Hybrid,A/T,48000,3.0,335.0,3
26635,Ford,185000,Gasoline,A/T,5500,4.6,225.0,14
26636,Toyota,92000,Gasoline,Transmission w/Dual Shift Mode,23000,4.0,270.0,8
26638,Lexus,5040,Gasoline,8-Speed A/T,28000,3.5,295.0,6
26639,Maserati,70312,Gasoline,7-Speed A/T,22000,3.0,405.0,8
26640,BMW,18000,Gasoline,Transmission w/Dual Shift Mode,59000,3.0,335.0,3
26641,Lexus,18500,Gasoline,A/T,28300,4.6,301.0,3
26642,GMC,53433,Gasoline,A/T,29000,5.3,355.0,8
26643,Cadillac,110000,Gasoline,8-Speed A/T,11800,6.2,420.0,8
26644,BMW,126000,Gasoline,A/T,10000,4.0,414.0,12
26645,Mercedes-Benz,27000,Gasoline,7-Speed A/T,22500,3.5,268.0,8
26646,Hyundai,142400,Gasoline,Transmission w/Dual Shift Mode,13450,1.6,132.0,14
26647,Audi,24985,Hybrid,Transmission w/Dual Shift Mode,33500,3.0,335.0,4
26648,Ford,33214,Gasoline,A/T,43500,2.7,325.0,5
26649,Mercedes-Benz,67522,Gasoline,6-Speed M/T,19000,3.2,215.0,23
26650,Mazda,91700,Gasoline,Transmission w/Dual Shift Mode,12900,2.5,170.0,14
26651,Land,95212,Gasoline,A/T,37000,3.0,380.0,6
26652,Ford,54000,Gasoline,10-Speed A/T,37999,2.3,275.0,4
26653,Ford,32000,Diesel,6-Speed A/T,45000,6.7,440.0,5
26654,Nissan,96680,Gasoline,6-Speed A/T,24900,3.5,260.0,10
26655,Toyota,148000,Gasoline,A/T,15000,4.0,270.0,20
26656,Mitsubishi,159890,Gasoline,A/T,9950,3.8,215.0,20
26657,Nissan,109902,Gasoline,A/T,4500,1.8,122.0,12
